"screen_name","followers_count","text"
"Firstcall247UK",1,"#corona #covid19 #wearmask #savelives

| https://t.co/0GCS5l8A6f |admin@firstcall247.co.uk | Phone: 03300945090 https://t.co/NJD6SBZd8L"
"VishalCh17Jk",108,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"prasad_salvi",903,"No the situation isn’t improving .. this is just the result of testing centres taking their day offs on weekends #Covid_19 #Corona #CoronaVirusUpdates https://t.co/nhVdGUUXXi"
"SivaSamanthaFan",597,"#Delhi #Faridabad #CovidRecovered
Need #Blood type : A+
At : QRG Hospital, Sec 16, Faridabad
Component : #Plasma
Units : 1
Primary Number : 7424813738, 9910031498
Illness:#Corona
@gbansal103 
@bloodaid
@bld4needy 
@bloodhelpline
@OnlineBlooDonor 
@Bloodpointorg 
@BloodDonorDelhi https://t.co/Hmnj0S89pq"
"saadimali1",41,"Don't forget #Corona is like #AIDS so #WearAMask . Rest you can understand..( it's a sexist statement)"
"satishch677",14,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"bindup",108,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"the_kurung",219,"Those into business, contracts, govt service, jobs &amp; ""politicking"" may somehow survive. But there are many such households across the state who r completely dependent on farming. 2020 has been a bad year. #Corona &amp; now nature's fury!! @MyGovArunachal needs to stand up for them."
"BR399",17468,"$OPTI @optecfuelintl
Has the solution! 
IMPLEMENTATION IS KEY!
EACH TEACHER GETS #Iwand
EACH CLASS HAS #Rover1
Along w/ their new advanced FDA approved PPE (personal protection equipment) product line, Optec is the #OneStopShop
For all #Corona #prevention 
https://t.co/IQ1kGPWVZT"
"vocationpro",423,"My new artwork!
  Steadfast!! 
#steadfast #covid19 #civid19art #corona #vaccine #artexpony #mickieyoshino #sachieyoshino #<U+30EF><U+30AF><U+30C1><U+30F3> #who #covid19vacccine #comtemporaryart #comtenporaryart #pandemic #pandemicart #pandemic2020 
#artworks #oilpainting #artmusic https://t.co/DKNve6U9pv"
"AmmySaharan",89,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"marli_kamki",690,"Those into business, contracts, govt service, jobs &amp; ""politicking"" may somehow survive. But there are many such households across the state who r completely dependent on farming. 2020 has been a bad year. #Corona &amp; now nature's fury!! @MyGovArunachal needs to stand up for them."
"JeremyLevine92",2270,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"laura90827095",68,"We are approaching a second peak in the pandemic. Hundreds of thousands of people, healthy, fit and young are about to lose their lives to chronic illness and they don’t know it yet. All because of decades of stigma, ignorance and neglect #Corona #LongCovid  #meawarenesshour"
"BharathirajaGS5",41,"It’s important to keep yourself and others secured from #Corona .

Glimpses from Today’s mask distribution.
#MaskPehnoIndia
#StaySafe https://t.co/LPXEEBUamk"
"BritMuslimOrg",157,"Geninue #BAME (others) concern we are raising on behalf to @10DowningStreet @UKgovcomms @cabinetofficeuk @UKParliament @PHE_uk @MattHancock:

What IS YOUR SINGLE MESSAGE? 

In parrallel, YOU KEEP ''REDUCING RESTRICTIONS'' &amp; RAISING #Covid_19 #coronavirus #Corona #Lockdown2?..."
"Rambila41574574",6,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"sirindrakumar",1081,"COVID-19 Daily Update as of September 21, 2020 6:00 PM - Mumbai

#Mumbai #CoronavirusUpdates 
#Covid19 #coronavirus #Corona #missionzero #natocorona #anythingformumbai #chasethevirus https://t.co/YhLlBsnFWK"
"lithaNov",270,"Example difference in testing
People test number is much more valid

Philippines [290k cases]
Samples : 3,400,019
People : 3,201,955

Indonesia [248k cases]
Samples : 2,950,173
People : 1,743,000

Australia [26k cases]
Samples : 7,313,889
People : 2,582,621

#Corona #coronavirus https://t.co/YmEI8yUeb5"
"NivyaPandey",167,"COVID-19 Daily Update as of September 21, 2020 6:00 PM - Mumbai

#Mumbai #CoronavirusUpdates 
#Covid19 #coronavirus #Corona #missionzero #natocorona #anythingformumbai #chasethevirus https://t.co/YhLlBsnFWK"
"JuggernautTweet",15,"I know we're all tired of this pandemic but if yall just say fuck it and don't do your part this shit is going to go on for much longer, might even get another lockdown.
#Corona #Covid_19"
"AryanMumbaikar",161,"COVID-19 Daily Update as of September 21, 2020 6:00 PM - Mumbai

#Mumbai #CoronavirusUpdates 
#Covid19 #coronavirus #Corona #missionzero #natocorona #anythingformumbai #chasethevirus https://t.co/YhLlBsnFWK"
"SyracuseCoE",2267,"Visualisation of droplet / aerosol release by @nowthisnews with the effects of masks or cloths

Visualisierung von Tröpfchen / Aerosol mit und ohne Masken oder Textilmasken

#corona #COVID19 #CoronaVirusDE #masks https://t.co/IOXhEfgexA"
"YetmelV",232,"#MondayMotivation We got the hookups! Have a great week! @jorge_molina23 @AndrewCanales10 @Victor_Rafael27 @Vinet1113 @BlancaMSalz @magentanissa @rosebet241 @Mari_Magenta @LGonzo91 @sammyj1025 @ChrisQDonnell @MagentaMarimar @Melanie_x326 #NERocks #Queens #Corona #MagentaFamily https://t.co/FP91cxTgsh"
"YetmelV",232,"What are you waiting for #Verizon #ATT Switch now and get 20% off! Come visit us today before codes expire! @AndrewCanales10 @jorge_molina23 #NERocks #QueensWest #MagentaFamily #Corona #Regopark #Elmhurst #JacksonHeights #Lefrak https://t.co/9SmvXQhoDl"
"YetmelV",232,"I have the insider codes to save you money! Come see me at 57-05 Junction Blvd. today!  #NERocks #MagentaFamily #Corona #Queens #Lefrak #Insidercodes #Tmobile https://t.co/yoEfN85UKN"
"DavidK823295",120,"Keeping it real in Spain #Corona #FckCorona #SpainLockDown https://t.co/cjAWOqxpz2"
"kaltenstein",2295,"Wo ist #Corona ? / Where is Corona? <U+0001F62C> #covid #coronavirus https://t.co/TQAVmnA7ew"
"DevChanl",330,"#CoronaVirusUpdates 
#NewsUpdates 
#MultipleUdpates 

1. #COVID19 admissions doubling every 8 days in #UK

2. Most #homemade #masks are doing a great #job, even when we sneeze, #study finds

#pandemic #coronavirus #covidupdate #dailyupdate #corona #wearmasks #update #news https://t.co/UFU0utds2Y"
"DevChanl",330,"#CoronaVirusUpdates 
#NewsUpdates 

Most #COVID19 infections are #spread through respiratory droplets or aerosols and not surfaces: Study

#pandemic #coronavirus #dailyupdate #covidupdate #update #corona #healthcare #alert #news https://t.co/reGgWDlyyP"
"Captain_Bold",922,"You asked for leadership and clarity. Be careful what you wish for. #IndependentSAGE #BePreparedNotScared #Corona https://t.co/qXyALLSQEZ"
"Just_Yazz",24,"Snot tot in m’n oksels... #ordinairverkouden #snotneus #coronatesten #leraar #onderwijs #veilig #Corona  #Covid_19 https://t.co/BVCUr8R9YJ"
"Daryl_G_Smith",473,"Remember last week when I showed you what bot accounts look like?

They’re at it again!

#Corona #covidbriefing #covidschools https://t.co/sdyEMNbRXH"
"Sarveshsaffron",355,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"guy_mcdude",199,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"OffRanjan",221,"Yet another shocking news. Ex.ADDL.Director General of #AIR, New Delhi Ex.Programme Execof  AIR Jeypur SRI Abhay Padhy HAS left for heavenly abode today. Unbelievable ! Fall prey to #CORONA.  

My tribute to the great soul.

Omm Shanti <U+0001F64F> https://t.co/TxdpjBGO0V"
"TuijaBrax",4440,"Number of people quitting smoking at ten-year high thanks to 'change in attitudes during #COVID-19 pandemic'
<U+2066>@Trimbos<U+2069>
#corona <U+2066>@StoptoberNL<U+2069>
<U+2066>@rivm<U+2069> <U+2066>@MinVWS<U+2069>  https://t.co/nZh9Q4wgJ3"
"KlarKarl1",612,"Wo ist #Corona ? / Where is Corona? <U+0001F62C> #covid #coronavirus https://t.co/TQAVmnA7ew"
"h_nehring",219,"Wo ist #Corona ? / Where is Corona? <U+0001F62C> #covid #coronavirus https://t.co/TQAVmnA7ew"
"Kian_jones759",258,"Hey wanna be apart of. Something big let’s make this photo the most retweeted post ever #fortnite #SackVallance #ios14homescreen #BTSxTinyDesk #DynaNite  #EVERGLOW_LADIDA #<U+0627><U+0642><U+062A><U+062D><U+0645><U+0648><U+0627>_<U+0645><U+062F><U+064A><U+0646><U+0629>_<U+0627><U+0644><U+0627><U+0646><U+062A><U+0627><U+062C>_<U+0627><U+0644><U+0627><U+0639><U+0644><U+0627><U+0645><U+064A> #gewoonjebekhouden #Corona #RIPNMS #<U+064A><U+0627>_<U+0628><U+0644><U+0627><U+062F><U+064A>_<U+0648><U+0627><U+0635><U+0644><U+064A> #coronatesten #Sidikiwe https://t.co/LLa2u5FKFP"
"Kian_jones759",258,"Hey wanna be apart of. Something big let’s make this photo the most retweeted post ever #fortnite #SackVallance #ios14homescreen #BTSxTinyDesk #DynaNite  #EVERGLOW_LADIDA #<U+0627><U+0642><U+062A><U+062D><U+0645><U+0648><U+0627>_<U+0645><U+062F><U+064A><U+0646><U+0629>_<U+0627><U+0644><U+0627><U+0646><U+062A><U+0627><U+062C>_<U+0627><U+0644><U+0627><U+0639><U+0644><U+0627><U+0645><U+064A> #gewoonjebekhouden #Corona #RIPNMS #<U+064A><U+0627>_<U+0628><U+0644><U+0627><U+062F><U+064A>_<U+0648><U+0627><U+0635><U+0644><U+064A> #coronatesten #Sidikiwe https://t.co/LLa2u5FKFP"
"nikomer75",159,"Visualisation of droplet / aerosol release by @nowthisnews with the effects of masks or cloths

Visualisierung von Tröpfchen / Aerosol mit und ohne Masken oder Textilmasken

#corona #COVID19 #CoronaVirusDE #masks https://t.co/IOXhEfgexA"
"BhagwanPalka",437,"We all congratulate #patanjali volunteers of #Jharkhand to make their state healthy by #yoga #Ayurveda under the guidance of Hon. swami @yogrishiramdev ji &amp; Hon @Ach_Balkrishna Ji 
#<U+0915><U+0930><U+0947><U+0902>_<U+092F><U+094B><U+0917>_<U+0930><U+0939><U+0947><U+0902>_<U+0928><U+093F><U+0930><U+094B><U+0917>
#<U+092F><U+094B><U+0917>_<U+0936><U+093F><U+0915><U+094D><U+0937><U+0915>_<U+091D><U+093E><U+0930><U+0916><U+0923><U+094D><U+0921>
@yuvabharatkp 
@Ramashish_yb 
@JharkhandCMO 
#Corona https://t.co/BINhGlvivB"
"drabhijitmore",722,"No the situation isn’t improving .. this is just the result of testing centres taking their day offs on weekends #Covid_19 #Corona #CoronaVirusUpdates https://t.co/nhVdGUUXXi"
"bryaneloyal",223,"#Oil <U+2B07><U+FE0F>Declines on Signs of #Libya Restart With #Corona Virus Cases Growing..
 #crude #wti #brent #oott     [""https://t.co/T3oXavSI2L""]"
"JeanFrenay",148,"The best prove that the corona epidemic is a huge lie, is #Belarus. There has been huge demonstrations almost every day 30 days already, and no corona.

#minsk #corona #coronavirus #CoronavirusPandemic #CoronaVirusUpdates #CoronavirusVaccine #CoronavirusOutbreak #koronavilkku https://t.co/sCOKqOmRDr"
"Tweet_P_T",64,"VSPCA Shelters have survived credibly during the #lockdown but no complacency as the cases are rising! As the #corona cases are increasing in #India, we are worried about the shelters with more than 1500 animals!

https://t.co/VNKB3VWwE2 

#animalwelfare #animalprotection #vspca"
"Roentgens_dad",465,"WANTED

For crimes against the people 

#Britain #Brexit #Britastrophe #Corona https://t.co/o1DWNpzIgE"
"ElkenBill",900,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"ASHISH36520020",0,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"JDAWG59943003",46,"What a great finish to our #Corona season.  4-0 at @WarGames285 in Cincy playing up one or two grades  to win Gold 1 <U+0001F3C6>. Held teams to 33 PPG on average and played super unselfishly all weekend.  @Brian_Mallory @trice_travis @Scottejohnson12 @smidy33 https://t.co/2GQ5G61Rwg"
"arunmano1",546,"5,344 patients test positive for #COVID19 in Tamil Nadu today (September 21).

#Corona"
"arunmano1",546,"Here is the Tamil Nadu #COVID19 Update for today (September 21). 

#Corona https://t.co/h4DAKxDwcK"
"LoveCoffeeHour",21100,"“<U+0001D613><U+0001D62A><U+0001D627><U+0001D626> <U+0001D62A><U+0001D62E><U+0001D631><U+0001D630><U+0001D634><U+0001D626><U+0001D634> <U+0001D635><U+0001D629><U+0001D62A><U+0001D62F><U+0001D628><U+0001D634> <U+0001D630><U+0001D62F> <U+0001D63A><U+0001D630><U+0001D636> <U+0001D635><U+0001D629><U+0001D622><U+0001D635> <U+0001D63A><U+0001D630><U+0001D636> <U+0001D624><U+0001D622><U+0001D62F>’<U+0001D635> <U+0001D624><U+0001D630><U+0001D62F><U+0001D635><U+0001D633><U+0001D630><U+0001D62D>, <U+0001D623><U+0001D636><U+0001D635> <U+0001D63A><U+0001D630><U+0001D636> <U+0001D634><U+0001D635><U+0001D62A><U+0001D62D><U+0001D62D> <U+0001D629><U+0001D622><U+0001D637><U+0001D626> <U+0001D635><U+0001D629><U+0001D626> <U+0001D624><U+0001D629><U+0001D630><U+0001D62A><U+0001D624><U+0001D626> <U+0001D630><U+0001D627> <U+0001D629><U+0001D630><U+0001D638> <U+0001D63A><U+0001D630><U+0001D636>’<U+0001D633><U+0001D626> <U+0001D628><U+0001D630><U+0001D62A><U+0001D62F><U+0001D628> <U+0001D635><U+0001D630> <U+0001D62D><U+0001D62A><U+0001D637><U+0001D626> <U+0001D635><U+0001D629><U+0001D633><U+0001D630><U+0001D636><U+0001D628><U+0001D629> <U+0001D635><U+0001D629><U+0001D62A><U+0001D634>.” #PowerOfPositivity #Corona #COVID<U+30FC>19 #tuesdayvibes https://t.co/qbRJFbYjYi"
"NarpatS35365727",0,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"Chr_Lanz",172,"Lesenswert. #Zweitewelle #Corona https://t.co/LoJPUwmOKP"
"Michel_F_Henry",935,"The best prove that the corona epidemic is a huge lie, is #Belarus. There has been huge demonstrations almost every day 30 days already, and no corona.

#minsk #corona #coronavirus #CoronavirusPandemic #CoronaVirusUpdates #CoronavirusVaccine #CoronavirusOutbreak #koronavilkku https://t.co/sCOKqOmRDr"
"LydRep",194,"Happy International Day of Peace! #InternationalDayOfPeace #corona #Covid_19 https://t.co/grgH2gFb1Z"
"nikhilverma2310",15,"#coronavirus #Corona
Chhattisgarh will act to Stop Students From Dropping Out from Private Schools 
1<U+20E3>Chhattisgarh chief minister Bhupesh Baghel asked collectors and district education officers to get information on the matter and implement remedial measures."
"SanjaySasimatth",328,"#fake #sampling of #corona #test: 

Uttar Pradesh : A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. 

#CoronaVirusUpdates https://t.co/tof7EcRp6e"
"Socratic1",5429,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"thinkLBN",5511,"Most of us are in self-isolation, trying our best to social distance and reduce the number ... https://t.co/DyQv1mk9KQ #beautycare #corona"
"_jessicah20",137,"All the past years people have been coughing to hide a fart, except 2020 where people are farting to hide a cough<U+0001F639>
#Corona transformer <U+0001F602><U+0001F602><U+0001F602>"
"Mari_Magenta",95,"#MondayMotivation We got the hookups! Have a great week! @jorge_molina23 @AndrewCanales10 @Victor_Rafael27 @Vinet1113 @BlancaMSalz @magentanissa @rosebet241 @Mari_Magenta @LGonzo91 @sammyj1025 @ChrisQDonnell @MagentaMarimar @Melanie_x326 #NERocks #Queens #Corona #MagentaFamily https://t.co/FP91cxTgsh"
"secrets_coin",492,"Coin Master Reward: https://t.co/JMP3HBocOf <U+0001F448>Collect <U+0001F47B><U+0001F47B><U+0001F63B><U+0001F43A><U+0001F43A><U+0001F43A><U+0001F970><U+0001F970><U+0001F63A> #corona #cute #freespin #coinmaster400spinslink #coinmasterdesigns #nature #coinmaster #followme #coinmastercheats #coinmastermegacontest #coinmasterspins #food #fashion #1coinmaster https://t.co/rlTX7pQike"
"Christine_Sage",31,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"tewari_123",127,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"chittuanand",577,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"reglash",8848,"#israeli journalist Oded Ben Ami just coined the phrase “fake lockdown,” after reports that many ppl found a work around to break the lockdown. #corona #SecondWave"
"introvertsrreal",304,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Sandeep12264333",1,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"StartupNewsIND",3195,"Verify your seller with VERIFIT &amp; find your genuine seller.
#seller #Sales #Online #purchase #business #investors #verify #duediligence #PANDAMIC #Corona #coronavirus #Covid_19 #Help #fraud #lockdown #pandemic #ad #adoptmetrading #StockMarket #Deals #startup #startups #india https://t.co/T5o5PFJlR5"
"H_Herrmann24",631,"Visualisation of droplet / aerosol release by @nowthisnews with the effects of masks or cloths

Visualisierung von Tröpfchen / Aerosol mit und ohne Masken oder Textilmasken

#corona #COVID19 #CoronaVirusDE #masks https://t.co/IOXhEfgexA"
"MonaSmitte",303,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F> Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #Wales #Corona #covid19 #Covid19UK https://t.co/iulWhGxu1M"
"DanceLikeLance",104,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F> Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #Wales #Corona #covid19 #Covid19UK https://t.co/iulWhGxu1M"
"SamCiril",1,"Even the birds know it! #MaskUp fellas! #MondayMotivation #Monday #maskupbengaluru #BengaluruRains #COVID19 #health #Corona @blrcitytraffic @writetake https://t.co/YZjUuJNxZb"
"inveniveritatem",634,"Nope, #Drosten is NOT an epidemiologist nor his opinion shared by a leader in the filed @SunetraGupta @UniofOxford ! #COVID19 #Corona #coronavirus #covid_19 #pandemic #infection #infodemic https://t.co/pGXKkaZVPQ"
"judy_classy",9493,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"yashmishra91",172,"A 68- year old is suffering from Coronavirus &amp; is on ventilator support. Blood group is B Negative.  Plasma required. In case you know worthy, please spread the word &amp; connect with: Vikram: 9971122801, Shaily: 9971022811 
Thanks #CoronavirusIndia #Corona #IndiaFightsCorona"
"niirav_modi",562,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"AliHenrike",1484,"Wo ist #Corona ? / Where is Corona? <U+0001F62C> #covid #coronavirus https://t.co/TQAVmnA7ew"
"Dry_Observer",11645,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"allisonltdf",210,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F><U+000E0067><U+000E0062><U+000E0077><U+000E006C><U+000E0073><U+000E007F> Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #Wales #Corona #covid19 #Covid19UK https://t.co/iulWhGxu1M"
"sonnenblumengel",3093,"“One for all and all for one” what does that saying really means?<U+0001F914> it means that we need to unite, all of humanity because that’s the only way to reach the highest level of love and set ourselves free from this pandemic and all the other problems we’re facing #corona #love #cure https://t.co/6CcSVY7Fr3"
"StockAlchemiss",1360,"$GRST  ARIA facility is top notch, professional services offered for #addictionrecovery #addiction #corona https://t.co/Gpbefh66im"
"itsSaTy",373,"#Tiruppur #Corona #Update  
Today’s cases -161(Rest will be updated later)
Total cases - 6220
Active cases - 1590
Discharges -374
Total House quarantine- 7261
Newly added today- 441
People completing 14 days today- 58
Samples taken today- 2562 https://t.co/q06YGh3l47"
"doapworld",152,"U Can Tall this Man was Raised to Respect Women unfortunately that Doesnt Go for Ur Crazy Ex

#fyp #wow #couplegoals #media #tv #love #video #tiktok #viral #BLM #Instagram #Corona #MondayMood #GirlfriendsOnNetflix #US #PositiveVibes #iHeartFestival2020 #PeaceDay #Trade  #BamBam https://t.co/W0CHVn18cO"
"Sharmithashetty",5862,"September 21st stats

* 7339 new #Covid_19 cases in #karnataka 
* 2886 new cases found in #Bangalore 
* 122 deaths due to #Corona https://t.co/nTDSaraAIT"
"NavprabhatTimes",951,"COVID-19 Daily Update as of September 21, 2020 6:00 PM - Mumbai

#Mumbai #CoronavirusUpdates 
#Covid19 #coronavirus #Corona #missionzero #natocorona #anythingformumbai #chasethevirus https://t.co/YhLlBsnFWK"
"NavprabhatTimes",951,"COVID-19 Daily Update as of September 21, 2020 6:00 PM - Mumbai

#Mumbai #CoronavirusUpdates 
#Covid19 #coronavirus #Corona #missionzero #natocorona #anythingformumbai #chasethevirus https://t.co/YhLlBsnFWK"
"meljmcd",2511,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Pamela_Jones",4532,"“Let’s see what type of propaganda works to get people to take the Covid vaccine:” https://t.co/AhZxD9i9jS
<U+0001F489> 
#Covid_19 #covid #CovidVaccine #vaccine #coronavirus #Corona #scamdemic #plandemic"
"boomzy1231",5885,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"NakedPod",153,"For the love of all that is holy... #ufo #ufosighting #corona #teddimellencamp #rhobh #nakedladiespodcast https://t.co/JoPUdBpbAC"
"kraj6512",67,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"ResearchGermany",80476,"#Corona induced CO2 emission reductions are not yet detectable in the atmosphere <U+0001F449> https://t.co/OuSkux99C2 @KITKarlsruhe #Meteorology #ClimateResearch"
"catharis_",46,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"shyamznwar",962,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"INCSMManjunath",36,". @BJP4Karnataka Govt is trying pass over 30 bills in 3 days citing #Corona. 
If they were not keen on discussing important bills on #LandReforms, #APMC, #Industries why call the assembly in the first place? For whose benefit are bills being passed without discussion?"
"rebelsground",115,"#coronavirus is a scam..
How someone predicted in 2013 that, in 2020 there will be #Corona pandemic?
How some in 2015 predicted in 2015, that corona pandemic will be next catastrophe?
How someone in 2017 predicted that?
How someone 2 months before outbreak predicted that?"
"rebelsground",115,"This #Corona bullshit is nothing but just a mock drill/ A live exercise.. #coronavirus"
"Sachida80955100",24,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"Basavaraj_Teli1",8,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"heather63262308",1893,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F> <U+000E007F><U+000E0067><U+000E0062><U+000E0077><U+000E006C>Scotland Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive test result, by date reported. #coronavirus #Scotland #Corona #covid19 #Covid19UK https://t.co/osKuxwamrt"
"RubbelDieKatz71",198,"Wo ist #Corona ? / Where is Corona? <U+0001F62C> #covid #coronavirus https://t.co/TQAVmnA7ew"
"AndreasSJanke",247,"Happy Birthday @LindseyStirling 
I wish you all the very best. Enjoy this special day and your life.
I cross my fingers so that #Corona is over very soon so that you are able to go on tour and to do what you love again.

#LindseyStirling #HappyBirthday #Birthday #Greetings https://t.co/tKEPVDOuhm"
"Agahi90_ir",679,"Everyone can make #Corona medicine
1-God wants everyone together
2-Love everyone
3-Blessings for all nine properties
4-Observance of human rights
5-The end of lying
6-Observing social distance
7-Building human trust
8-end of wars
9-Integrity
10-Positive thoughts
#NewShot #virus https://t.co/yzxXr088zV"
"Arya76675525",1,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
